Rank;Person A;Person B;Recommendation;Uncertainty Score;Samples A;Samples B;Fail Rate A;Fail Rate B;Fail Reasons A;Fail Reasons B;Intra Variance A;Intra Variance B;Confusion Distance;Outliers A;Outliers B;Issue A;Issue B
473;Darlene Amaro;Rochelle Sweet;Personerna har liknande ansiktsdrag (avstånd 0.651). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Darlene Amaro har 57% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Darlene Amaro har bara 3 bilder – samla fler träningsbilder. | Rochelle Sweet har bara 3 bilder – samla fler träningsbilder.;0.369;3;3;57%;40%;high_yaw(4);high_yaw(2);0.2235;0.0790;0.6513;0;0;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Rochelle Sweet (avstånd 0.651); Hög andel misslyckade bilder (57%)";"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Darlene Amaro (avstånd 0.651)"
474;Heaven Lee;;86% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.369;7;;86%;;"no_faces(25); high_yaw(15); high_pitch(1)";;0.2991;;0.6958;0;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (86%)";
475;Emilia Sky;Lola Pearl;Personerna har liknande ansiktsdrag (avstånd 0.679). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Emilia Sky har 65% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Lola Pearl har 67% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.369;7;7;65%;67%;"high_yaw(10); high_pitch(2); low_focus(1)";"high_yaw(11); no_faces(2); low_focus(1)";0.2458;0.0801;0.6785;1;0;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Lola Pearl (avstånd 0.679); Hög andel misslyckade bilder (65%); 1 outlier-embedding(s)";"Få träningsbilder (7 st); Ömsesidig förväxling med Emilia Sky (avstånd 0.679); Hög andel misslyckade bilder (67%)"
476;Angela Summers;Angela Summers_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Angela Summers' och 'Angela Summers_1' i merge.txt.;0.369;12;9;29%;0%;"high_yaw(9); low_focus(1)";;0.1352;0.1255;0.3003;1;0;"Ömsesidig förväxling med Angela Summers_1 (avstånd 0.300); 1 outlier-embedding(s)";Ömsesidig förväxling med Angela Summers (avstånd 0.300)
477;Janelle B Yasmi;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 73% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.369;3;;73%;;ok(8);;0.1920;;0.6792;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (73%)";
478;Angel Cassidy;Angel Cassidy_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Angel Cassidy' och 'Angel Cassidy_1' i merge.txt. | Angel Cassidy har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.369;20;12;60%;0%;"high_yaw(44); no_faces(10); low_focus(6)";;0.1862;0.1535;0.2684;0;0;"Ömsesidig förväxling med Angel Cassidy_1 (avstånd 0.268); Hög andel misslyckade bilder (60%)";Ömsesidig förväxling med Angel Cassidy (avstånd 0.268)
479;Carol Imhof;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.368;3;;40%;;high_yaw(2);;0.2570;;0.6981;0;;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder";
480;Vivian Lauren;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.368;3;;50%;;ok(3);;0.2368;;0.6657;0;;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder";
481;Reina Nishio;Seira Rando;Personerna har liknande ansiktsdrag (avstånd 0.507). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Reina Nishio har 84% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Seira Rando har 90% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.368;5;6;84%;90%;"high_yaw(14); low_focus(14); no_faces(13)";"no_faces(4); high_yaw(3); low_focus(1)";0.1143;0.0000;0.5069;0;0;"Få träningsbilder (5 st); Ömsesidig förväxling med Seira Rando (avstånd 0.507); Hög andel misslyckade bilder (84%)";"Få träningsbilder (6 st); Ömsesidig förväxling med Reina Nishio (avstånd 0.507); Hög andel misslyckade bilder (90%)"
482;Emily Vander;Emily Vander_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Emily Vander' och 'Emily Vander_1' i merge.txt. | Emily Vander har 52% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.368;10;10;52%;0%;"high_yaw(16); no_faces(4); multiple_faces(2)";;0.1237;0.1144;0.3886;1;0;"Ömsesidig förväxling med Emily Vander_1 (avstånd 0.389); Hög andel misslyckade bilder (52%); 1 outlier-embedding(s)";Ömsesidig förväxling med Emily Vander (avstånd 0.389)
483;Bambi Diamond_1;Bambi Diamond;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Bambi Diamond_1' och 'Bambi Diamond' i merge.txt. | Bambi Diamond har 51% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.368;9;27;0%;51%;;"high_yaw(29); high_pitch(10); no_faces(4)";0.1298;0.1553;0.2873;0;0;Ömsesidig förväxling med Bambi Diamond (avstånd 0.287);"Ömsesidig förväxling med Bambi Diamond_1 (avstånd 0.287); Hög andel misslyckade bilder (51%)"
484;Michelle McLaughlin;Michelle McLaughlin_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Michelle McLaughlin' och 'Michelle McLaughlin_1' i merge.txt. | Michelle McLaughlin har 54% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.368;11;9;54%;0%;"high_yaw(21); multiple_faces(3); high_pitch(2)";;0.1349;0.1073;0.3240;0;0;"Ömsesidig förväxling med Michelle McLaughlin_1 (avstånd 0.324); Hög andel misslyckade bilder (54%)";Ömsesidig förväxling med Michelle McLaughlin (avstånd 0.324)
485;Chanel Lux;;90% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.368;4;;90%;;"no_faces(16); high_yaw(14); low_focus(4)";;0.1891;;0.6492;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (90%)";
486;Kendra Rain;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.368;2;;67%;;"high_yaw(2); high_pitch(2)";;0.1685;;0.7035;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (67%)";
487;Helena Kim;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 91% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.367;3;;91%;;"high_yaw(26); no_faces(2); multiple_faces(1)";;0.1523;;0.6520;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (91%)";
488;Valda Silva;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.367;4;;43%;;"high_yaw(1); high_pitch(1); low_focus(1)";;0.2821;;0.6485;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder";
489;Vixen LaMoore;Lylith LaVey;Personerna har liknande ansiktsdrag (avstånd 0.570). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Vixen LaMoore har 71% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Lylith LaVey har 55% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.367;6;48;71%;55%;"high_yaw(16); high_pitch(6); no_faces(3)";"high_yaw(21); multiple_faces(8); high_pitch(2)";0.1421;0.1638;0.5704;1;2;"Få träningsbilder (6 st); Ömsesidig förväxling med Lylith LaVey (avstånd 0.570); Hög andel misslyckade bilder (71%); 1 outlier-embedding(s)";"Ömsesidig förväxling med Vixen LaMoore (avstånd 0.570); Hög andel misslyckade bilder (55%); 2 outlier-embedding(s)"
490;Brooke Marks;;64% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.367;4;;64%;;"high_pitch(4); high_yaw(3)";;0.2403;;0.6410;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (64%)";
491;Bailey Nicole;Bailey Nicole_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Bailey Nicole' och 'Bailey Nicole_1' i merge.txt.;0.367;19;14;42%;0%;"high_yaw(19); high_pitch(3); low_focus(3)";;0.1681;0.1089;0.2567;1;1;"Ömsesidig förväxling med Bailey Nicole_1 (avstånd 0.257); 1 outlier-embedding(s)";"Ömsesidig förväxling med Bailey Nicole (avstånd 0.257); 1 outlier-embedding(s)"
492;Hadley Haze_1;Hadley Haze;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Hadley Haze_1' och 'Hadley Haze' i merge.txt.;0.367;6;14;0%;49%;;"high_yaw(14); low_focus(5); no_faces(3)";0.1023;0.1366;0.3449;0;0;"Få träningsbilder (6 st); Ömsesidig förväxling med Hadley Haze (avstånd 0.345)";Ömsesidig förväxling med Hadley Haze_1 (avstånd 0.345)
493;Zazie Skymm;Zazie Skymm_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Zazie Skymm' och 'Zazie Skymm_1' i merge.txt.;0.367;18;12;34%;0%;"high_yaw(10); low_focus(7); no_faces(2)";;0.1895;0.1018;0.2343;0;1;Ömsesidig förväxling med Zazie Skymm_1 (avstånd 0.234);"Ömsesidig förväxling med Zazie Skymm (avstånd 0.234); 1 outlier-embedding(s)"
494;Gen Padova;Giulia Borio;Personerna har liknande ansiktsdrag (avstånd 0.678). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Gen Padova har 90% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.367;5;21;90%;45%;"no_faces(27); high_yaw(15); low_focus(3)";"high_yaw(9); no_faces(4); high_pitch(3)";0.2204;0.1741;0.6785;0;1;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Giulia Borio (avstånd 0.678); Hög andel misslyckade bilder (90%)";"Ömsesidig förväxling med Gen Padova (avstånd 0.678); 1 outlier-embedding(s)"
495;Banana Asada;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 89% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.367;2;;89%;;"high_yaw(9); no_faces(4); low_focus(3)";;0.1222;;0.6900;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (89%)";
496;Ariana Marie;Ariana Marie_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Ariana Marie' och 'Ariana Marie_1' i merge.txt.;0.367;24;12;45%;0%;"high_yaw(17); high_pitch(6); low_focus(5)";;0.1446;0.1286;0.2163;0;0;Ömsesidig förväxling med Ariana Marie_1 (avstånd 0.216);Ömsesidig förväxling med Ariana Marie (avstånd 0.216)
497;Eliza Ibarra;Eliza Ibarra_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Eliza Ibarra' och 'Eliza Ibarra_1' i merge.txt.;0.367;17;14;38%;0%;"high_yaw(9); no_faces(6); high_pitch(5)";;0.1911;0.1446;0.2407;0;0;Ömsesidig förväxling med Eliza Ibarra_1 (avstånd 0.241);Ömsesidig förväxling med Eliza Ibarra (avstånd 0.241)
498;Kitti Karella;Bonita Butterfly;Personerna har liknande ansiktsdrag (avstånd 0.662). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Kitti Karella har 95% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Kitti Karella har bara 2 bilder – samla fler träningsbilder. | Bonita Butterfly har bara 3 bilder – samla fler träningsbilder.;0.366;2;3;95%;40%;"no_faces(29); low_focus(5); high_yaw(1)";high_yaw(2);0.1101;0.1510;0.6623;0;0;"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Bonita Butterfly (avstånd 0.662); Hög andel misslyckade bilder (95%)";"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Kitti Karella (avstånd 0.662)"
499;Ksusha Krasivchik;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.366;4;;43%;;"high_yaw(2); high_pitch(1)";;0.2803;;0.6383;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder";
500;Shino Nakamura;Harumi Okuno;Personerna har liknande ansiktsdrag (avstånd 0.570). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Shino Nakamura har 93% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Harumi Okuno har 90% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Shino Nakamura har bara 3 bilder – samla fler träningsbilder.;0.366;3;5;93%;90%;"high_yaw(23); no_faces(10); low_focus(8)";"no_faces(32); high_yaw(7); low_focus(5)";0.1063;0.0785;0.5698;0;0;"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Harumi Okuno (avstånd 0.570); Hög andel misslyckade bilder (93%)";"Få träningsbilder (5 st); Ömsesidig förväxling med Shino Nakamura (avstånd 0.570); Hög andel misslyckade bilder (90%)"
501;Bliss Dulce;Bliss Dulce_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Bliss Dulce' och 'Bliss Dulce_1' i merge.txt. | Bliss Dulce har 52% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.366;11;8;52%;0%;"high_yaw(18); high_pitch(5); low_focus(2)";;0.1319;0.0971;0.3211;0;0;"Ömsesidig förväxling med Bliss Dulce_1 (avstånd 0.321); Hög andel misslyckade bilder (52%)";Ömsesidig förväxling med Bliss Dulce (avstånd 0.321)
502;Jessica Sexin;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 84% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.366;8;;84%;;"no_faces(20); high_yaw(14); low_focus(6)";;0.3304;;0.6873;0;;"Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (84%)";
503;Kira W;;90% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.366;5;;90%;;"no_faces(18); high_yaw(17); low_focus(6)";;0.2181;;0.6664;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (90%)";
504;Chloe Marie;Chloe Marie_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Chloe Marie' och 'Chloe Marie_1' i merge.txt. | Chloe Marie har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.366;8;7;56%;0%;"high_yaw(12); high_pitch(8); no_faces(6)";;0.1115;0.1265;0.3888;0;0;"Ömsesidig förväxling med Chloe Marie_1 (avstånd 0.389); Hög andel misslyckade bilder (56%)";"Få träningsbilder (7 st); Ömsesidig förväxling med Chloe Marie (avstånd 0.389)"
505;Venom Evil_1;Venom Evil;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Venom Evil_1' och 'Venom Evil' i merge.txt.;0.366;8;13;0%;47%;;"high_yaw(8); no_faces(6); high_pitch(4)";0.1459;0.1399;0.3291;0;1;Ömsesidig förväxling med Venom Evil (avstånd 0.329);"Ömsesidig förväxling med Venom Evil_1 (avstånd 0.329); 1 outlier-embedding(s)"
506;AJ Estrada;;60% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.365;6;;60%;;"high_yaw(6); low_focus(2); high_pitch(1)";;0.1999;;0.6702;1;;"Få träningsbilder (6 st); Hög andel misslyckade bilder (60%); 1 outlier-embedding(s)";
507;Merilyn Sakova_1;Merilyn Sekova;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Merilyn Sakova_1' och 'Merilyn Sekova' i merge.txt.;0.365;5;11;0%;0%;;;0.1158;0.1570;0.3832;0;1;"Få träningsbilder (5 st); Ömsesidig förväxling med Merilyn Sekova (avstånd 0.383)";"Ömsesidig förväxling med Merilyn Sakova_1 (avstånd 0.383); 1 outlier-embedding(s)"
508;Angella Black;Cristal Rose;Hög varians i Angella Black tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Angella Black har 55% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Cristal Rose har 53% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.365;5;15;55%;53%;high_yaw(6);"high_yaw(6); low_focus(4); no_faces(4)";0.2885;0.1474;0.6796;0;1;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Cristal Rose (avstånd 0.680); Hög andel misslyckade bilder (55%)";"Ömsesidig förväxling med Angella Black (avstånd 0.680); Hög andel misslyckade bilder (53%); 1 outlier-embedding(s)"
509;Ashlee Lovett;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.365;3;;67%;;ok(4);;0.1974;;0.7416;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (67%)";
510;Jayne Mansfield;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 80% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.365;2;;80%;;ok(8);;0.1372;;0.6671;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (80%)";
511;Yuu Mahiru;Akari Satsuki;Personerna har liknande ansiktsdrag (avstånd 0.593). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Yuu Mahiru har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Akari Satsuki har 77% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Yuu Mahiru har bara 3 bilder – samla fler träningsbilder.;0.365;3;9;88%;77%;"high_yaw(12); no_faces(7); low_focus(2)";"no_faces(21); high_yaw(17); low_focus(6)";0.1455;0.1317;0.5926;0;0;"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Akari Satsuki (avstånd 0.593); Hög andel misslyckade bilder (88%)";"Ömsesidig förväxling med Yuu Mahiru (avstånd 0.593); Hög andel misslyckade bilder (77%)"
512;Jenna Valentine_1;Jenna Valentine;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Jenna Valentine_1' och 'Jenna Valentine' i merge.txt.;0.365;9;14;0%;38%;;"high_yaw(10); high_pitch(9)";0.1349;0.1360;0.3529;1;1;"Ömsesidig förväxling med Jenna Valentine (avstånd 0.353); 1 outlier-embedding(s)";"Ömsesidig förväxling med Jenna Valentine_1 (avstånd 0.353); 1 outlier-embedding(s)"
513;Gymnast Alina;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 96% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.365;2;;96%;;"no_faces(26); high_yaw(10); low_focus(8)";;0.1043;;0.6737;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (96%)";
514;Jennifer Linda;;71% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.365;7;;71%;;"no_faces(9); high_pitch(4); high_yaw(3)";;0.2260;;0.6775;1;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (71%); 1 outlier-embedding(s)";
515;Roxy Delani;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 75% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.365;2;;75%;;"high_yaw(5); high_pitch(1)";;0.1461;;0.7424;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (75%)";
516;Nessa Shine;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 87% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.365;2;;87%;;"no_faces(9); high_yaw(4)";;0.1227;;0.6867;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (87%)";
517;Anne Marie Fox;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.364;4;;43%;;"high_yaw(2); low_focus(1)";;0.2765;;0.7093;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder";
